date,region,district,population,ME-Fea,ME-Ang,ME-Sad,GH-Death
2023-01-12,Karnataka,Mysore,900,0.44,0.32,0.56,12.0
2023-01-12,Maharashtra,Mumbai,12500,0.47,0.32,0.65,14.2
2023-01-12,Maharashtra,Nagpur,2400,0.49,0.35,0.64,14.6
2023-01-12,Maharashtra,Pune,3100,0.52,0.33,0.69,16.2
2023-01-12,Maharashtra,Thane,1850,0.53,0.34,0.62,14.9
2023-01-12,Rajasthan,Jaipur,3100,0.47,0.39,0.54,12.0
2023-01-12,Rajasthan,Jodhpur,1000,0.43,0.36,0.55,11.9
2023-01-12,Rajasthan,Kota,1000,0.45,0.33,0.58,12.2
2023-01-12,Rajasthan,Udaipur,450,0.44,0.32,0.61,12.2
2023-01-12,Tamil Nadu,Chennai,7100,0.39,0.27,0.48,10.7
2023-01-12,Tamil Nadu,Coimbatore,1600,0.43,0.28,0.53,11.2
2023-01-12,Tamil Nadu,Madurai,1500,0.39,0.29,0.53,11.3
2023-01-12,Tamil Nadu,Salem,900,0.43,0.27,0.52,11.0
2023-01-12,Uttar Pradesh,Agra,1600,0.47,0.35,0.59,14.1
2023-01-12,Uttar Pradesh,Kanpur,2700,0.48,0.33,0.63,13.7
2023-01-12,Uttar Pradesh,Lucknow,2800,0.48,0.34,0.55,14.6
2023-01-12,Uttar Pradesh,Varanasi,1200,0.47,0.33,0.65,14.4
2023-01-12,West Bengal,Asansol,550,0.43,0.3,0.62,12.4
2023-01-12,West Bengal,Durgapur,600,0.44,0.29,0.6,14.6
2023-01-12,West Bengal,Howrah,1100,0.45,0.32,0.58,13.1
2023-01-12,West Bengal,Kolkata,4500,0.48,0.31,0.6,13.1
2023-01-13,Delhi,Central Delhi,1800,0.53,0.37,0.68,16.4
2023-01-13,Delhi,East Delhi,1700,0.53,0.38,0.68,15.2
2023-01-13,Delhi,North Delhi,3600,0.55,0.39,0.7,15.0
2023-01-13,Delhi,South Delhi,2700,0.51,0.38,0.75,16.8
2023-01-13,Gujarat,Ahmedabad,5600,0.42,0.28,0.49,10.9
2023-01-13,Gujarat,Rajkot,1300,0.35,0.25,0.49,11.0
2023-01-13,Gujarat,Surat,4500,0.38,0.26,0.54,11.1
2023-01-13,Gujarat,Vadodara,1700,0.39,0.29,0.5,10.0
2023-01-13,Karnataka,Bangalore,8400,0.47,0.3,0.55,13.1
2023-01-13,Karnataka,Hubli,950,0.46,0.28,0.59,12.9
2023-01-13,Karnataka,Mangalore,500,0.41,0.29,0.56,12.5
2023-01-13,Karnataka,Mysore,900,0.44,0.28,0.58,12.3
2023-01-13,Maharashtra,Mumbai,12500,0.5,0.33,0.64,14.7
2023-01-13,Maharashtra,Nagpur,2400,0.5,0.32,0.67,14.7
2023-01-13,Maharashtra,Pune,3100,0.52,0.36,0.67,15.3
2023-01-13,Maharashtra,Thane,1850,0.51,0.32,0.66,16.1
2023-01-13,Rajasthan,Jaipur,3100,0.42,0.31,0.54,12.6
2023-01-13,Rajasthan,Jodhpur,1000,0.39,0.31,0.57,11.6
2023-01-13,Rajasthan,Kota,1000,0.43,0.32,0.6,11.5
2023-01-13,Rajasthan,Udaipur,450,0.43,0.31,0.56,11.7
2023-01-13,Tamil Nadu,Chennai,7100,0.37,0.27,0.56,11.1
2023-01-13,Tamil Nadu,Coimbatore,1600,0.4,0.26,0.55,11.9
2023-01-13,Tamil Nadu,Madurai,1500,0.42,0.28,0.52,12.0
2023-01-13,Tamil Nadu,Salem,900,0.41,0.27,0.51,11.7
2023-01-13,Uttar Pradesh,Agra,1600,0.47,0.39,0.64,14.4
2023-01-13,Uttar Pradesh,Kanpur,2700,0.47,0.35,0.6,13.6
2023-01-13,Uttar Pradesh,Lucknow,2800,0.49,0.3,0.6,15.0
2023-01-13,Uttar Pradesh,Varanasi,1200,0.49,0.35,0.66,15.4
2023-01-13,West Bengal,Asansol,550,0.45,0.3,0.59,13.2
2023-01-13,West Bengal,Durgapur,600,0.46,0.31,0.6,13.2
2023-01-13,West Bengal,Howrah,1100,0.42,0.3,0.59,13.9
2023-01-13,West Bengal,Kolkata,4500,0.45,0.32,0.58,12.9
2023-01-14,Delhi,Central Delhi,1800,0.54,0.36,0.7,16.1
2023-01-14,Delhi,East Delhi,1700,0.56,0.39,0.71,16.3
2023-01-14,Delhi,North Delhi,3600,0.57,0.36,0.7,16.7
2023-01-14,Delhi,South Delhi,2700,0.54,0.39,0.73,17.0
2023-01-14,Gujarat,Ahmedabad,5600,0.4,0.25,0.5,11.0
2023-01-14,Gujarat,Rajkot,1300,0.35,0.3,0.5,10.3
2023-01-14,Gujarat,Surat,4500,0.35,0.32,0.52,10.8
2023-01-14,Gujarat,Vadodara,1700,0.38,0.25,0.52,11.2
2023-01-14,Karnataka,Bangalore,8400,0.41,0.28,0.55,13.3
2023-01-14,Karnataka,Hubli,950,0.44,0.29,0.57,12.6
2023-01-14,Karnataka,Mangalore,500,0.43,0.27,0.56,12.8
2023-01-14,Karnataka,Mysore,900,0.43,0.25,0.52,13.4
2023-01-14,Maharashtra,Mumbai,12500,0.5,0.34,0.68,15.3
2023-01-14,Maharashtra,Nagpur,2400,0.48,0.33,0.62,15.6
2023-01-14,Maharashtra,Pune,3100,0.47,0.32,0.65,15.5
2023-01-14,Maharashtra,Thane,1850,0.49,0.36,0.69,15.5
2023-01-14,Rajasthan,Jaipur,3100,0.4,0.33,0.55,12.5
2023-01-14,Rajasthan,Jodhpur,1000,0.44,0.36,0.58,12.9
2023-01-14,Rajasthan,Kota,1000,0.42,0.35,0.57,11.4
2023-01-14,Rajasthan,Udaipur,450,0.42,0.35,0.54,11.6
2023-01-14,Tamil Nadu,Chennai,7100,0.42,0.28,0.54,10.7
2023-01-14,Tamil Nadu,Coimbatore,1600,0.43,0.32,0.53,12.0
2023-01-14,Tamil Nadu,Madurai,1500,0.4,0.28,0.56,12.2
2023-01-14,Tamil Nadu,Salem,900,0.41,0.31,0.54,11.4
2023-01-14,Uttar Pradesh,Agra,1600,0.45,0.34,0.63,14.0
2023-01-14,Uttar Pradesh,Kanpur,2700,0.42,0.38,0.65,14.8
2023-01-14,Uttar Pradesh,Lucknow,2800,0.46,0.34,0.61,14.2
2023-01-14,Uttar Pradesh,Varanasi,1200,0.46,0.34,0.64,14.0
2023-01-14,West Bengal,Asansol,550,0.44,0.32,0.61,13.7
2023-01-14,West Bengal,Durgapur,600,0.45,0.33,0.61,13.3
2023-01-14,West Bengal,Howrah,1100,0.44,0.3,0.62,13.2
2023-01-14,West Bengal,Kolkata,4500,0.45,0.3,0.59,13.4
2023-01-15,Delhi,Central Delhi,1800,0.54,0.38,0.67,17.8
2023-01-15,Delhi,East Delhi,1700,0.55,0.4,0.7,16.1
2023-01-15,Delhi,North Delhi,3600,0.57,0.39,0.73,16.6
2023-01-15,Delhi,South Delhi,2700,0.52,0.37,0.67,16.1
2023-01-15,Gujarat,Ahmedabad,5600,0.39,0.27,0.51,10.5
2023-01-15,Gujarat,Rajkot,1300,0.39,0.26,0.49,10.8
2023-01-15,Gujarat,Surat,4500,0.37,0.23,0.5,10.7
2023-01-15,Gujarat,Vadodara,1700,0.37,0.29,0.51,10.8
2023-01-15,Karnataka,Bangalore,8400,0.41,0.33,0.54,12.4
2023-01-15,Karnataka,Hubli,950,0.45,0.31,0.58,12.5
2023-01-15,Karnataka,Mangalore,500,0.4,0.26,0.55,12.3
2023-01-15,Karnataka,Mysore,900,0.43,0.3,0.55,12.0
2023-01-15,Maharashtra,Mumbai,12500,0.53,0.3,0.65,14.9
2023-01-15,Maharashtra,Nagpur,2400,0.51,0.32,0.68,14.6
2023-01-15,Maharashtra,Pune,3100,0.5,0.34,0.65,14.4
2023-01-15,Maharashtra,Thane,1850,0.54,0.36,0.65,15.7
2023-01-15,Rajasthan,Jaipur,3100,0.44,0.34,0.54,11.0
2023-01-15,Rajasthan,Jodhpur,1000,0.45,0.34,0.57,11.5
2023-01-15,Rajasthan,Kota,1000,0.47,0.32,0.57,11.7
2023-01-15,Rajasthan,Udaipur,450,0.41,0.33,0.59,11.8
2023-01-15,Tamil Nadu,Chennai,7100,0.41,0.29,0.54,11.0
2023-01-15,Tamil Nadu,Coimbatore,1600,0.43,0.3,0.52,11.6
2023-01-15,Tamil Nadu,Madurai,1500,0.41,0.28,0.5,11.4
2023-01-15,Tamil Nadu,Salem,900,0.44,0.28,0.53,11.7
2023-01-15,Uttar Pradesh,Agra,1600,0.46,0.38,0.6,14.9
2023-01-15,Uttar Pradesh,Kanpur,2700,0.5,0.37,0.62,14.9
2023-01-15,Uttar Pradesh,Lucknow,2800,0.46,0.35,0.63,14.0
2023-01-15,Uttar Pradesh,Varanasi,1200,0.47,0.37,0.64,14.7
2023-01-15,West Bengal,Asansol,550,0.47,0.29,0.59,12.4
2023-01-15,West Bengal,Durgapur,600,0.44,0.3,0.61,13.5
2023-01-15,West Bengal,Howrah,1100,0.44,0.32,0.59,14.0
2023-01-15,West Bengal,Kolkata,4500,0.48,0.31,0.56,13.2
2023-01-16,Delhi,Central Delhi,1800,0.55,0.37,0.71,16.4
2023-01-16,Delhi,East Delhi,1700,0.56,0.38,0.69,16.8
2023-01-16,Delhi,North Delhi,3600,0.56,0.39,0.72,17.5
2023-01-16,Delhi,South Delhi,2700,0.52,0.37,0.69,16.5
2023-01-16,Gujarat,Ahmedabad,5600,0.4,0.28,0.5,10.7
2023-01-16,Gujarat,Rajkot,1300,0.39,0.25,0.49,10.3
2023-01-16,Gujarat,Surat,4500,0.39,0.25,0.54,10.8
2023-01-16,Gujarat,Vadodara,1700,0.41,0.26,0.51,10.4
2023-01-16,Karnataka,Bangalore,8400,0.42,0.31,0.58,12.5
2023-01-16,Karnataka,Hubli,950,0.43,0.3,0.58,13.3
2023-01-16,Karnataka,Mangalore,500,0.43,0.27,0.58,13.6
2023-01-16,Karnataka,Mysore,900,0.43,0.3,0.57,13.1
2023-01-16,Maharashtra,Mumbai,12500,0.47,0.32,0.65,16.5
2023-01-16,Maharashtra,Nagpur,2400,0.47,0.3,0.63,15.6
2023-01-16,Maharashtra,Pune,3100,0.5,0.31,0.62,15.8
2023-01-16,Maharashtra,Thane,1850,0.49,0.34,0.65,15.7
2023-01-16,Rajasthan,Jaipur,3100,0.43,0.32,0.58,12.3
2023-01-16,Rajasthan,Jodhpur,1000,0.41,0.31,0.57,11.9
2023-01-16,Rajasthan,Kota,1000,0.43,0.3,0.54,11.7
2023-01-16,Rajasthan,Udaipur,450,0.47,0.32,0.57,11.8
2023-01-16,Tamil Nadu,Chennai,7100,0.38,0.25,0.54,11.0
2023-01-16,Tamil Nadu,Coimbatore,1600,0.39,0.27,0.52,10.6
2023-01-16,Tamil Nadu,Madurai,1500,0.42,0.28,0.56,11.5
2023-01-16,Tamil Nadu,Salem,900,0.42,0.28,0.53,11.9
2023-01-16,Uttar Pradesh,Agra,1600,0.45,0.34,0.65,15.7
2023-01-16,Uttar Pradesh,Kanpur,2700,0.48,0.33,0.63,13.9
2023-01-16,Uttar Pradesh,Lucknow,2800,0.49,0.35,0.58,15.8
2023-01-16,Uttar Pradesh,Varanasi,1200,0.46,0.38,0.6,14.7
2023-01-16,West Bengal,Asansol,550,0.46,0.3,0.63,13.7
2023-01-16,West Bengal,Durgapur,600,0.42,0.3,0.61,13.2
2023-01-16,West Bengal,Howrah,1100,0.48,0.3,0.56,13.6
2023-01-16,West Bengal,Kolkata,4500,0.49,0.29,0.58,14.0
2023-01-17,Delhi,Central Delhi,1800,0.56,0.41,0.74,16.0
2023-01-17,Delhi,East Delhi,1700,0.55,0.37,0.69,16.7
2023-01-17,Delhi,North Delhi,3600,0.55,0.41,0.69,15.8
2023-01-17,Delhi,South Delhi,2700,0.52,0.37,0.73,16.2
2023-01-17,Gujarat,Ahmedabad,5600,0.4,0.23,0.5,11.3
2023-01-17,Gujarat,Rajkot,1300,0.38,0.25,0.51,11.1
2023-01-17,Gujarat,Surat,4500,0.38,0.26,0.52,11.2
2023-01-17,Gujarat,Vadodara,1700,0.39,0.27,0.51,10.5
2023-01-17,Karnataka,Bangalore,8400,0.46,0.29,0.54,12.9
2023-01-17,Karnataka,Hubli,950,0.44,0.31,0.58,12.8
2023-01-17,Karnataka,Mangalore,500,0.43,0.32,0.57,13.0
2023-01-17,Karnataka,Mysore,900,0.42,0.25,0.57,13.3
2023-01-17,Maharashtra,Mumbai,12500,0.53,0.33,0.62,15.1
2023-01-17,Maharashtra,Nagpur,2400,0.47,0.3,0.63,15.6
2023-01-17,Maharashtra,Pune,3100,0.46,0.34,0.63,14.5
2023-01-17,Maharashtra,Thane,1850,0.5,0.33,0.65,15.9
2023-01-17,Rajasthan,Jaipur,3100,0.41,0.31,0.59,11.9
2023-01-17,Rajasthan,Jodhpur,1000,0.44,0.31,0.54,12.1
2023-01-17,Rajasthan,Kota,1000,0.44,0.33,0.63,12.0
2023-01-17,Rajasthan,Udaipur,450,0.45,0.33,0.53,12.1
2023-01-17,Tamil Nadu,Chennai,7100,0.4,0.26,0.54,12.0
2023-01-17,Tamil Nadu,Coimbatore,1600,0.35,0.27,0.52,11.8
2023-01-17,Tamil Nadu,Madurai,1500,0.39,0.28,0.57,10.8
2023-01-17,Tamil Nadu,Salem,900,0.39,0.26,0.56,10.6
2023-01-17,Uttar Pradesh,Agra,1600,0.49,0.33,0.6,14.3
2023-01-17,Uttar Pradesh,Kanpur,2700,0.49,0.34,0.62,14.8
2023-01-17,Uttar Pradesh,Lucknow,2800,0.45,0.36,0.66,15.7
2023-01-17,Uttar Pradesh,Varanasi,1200,0.47,0.38,0.62,15.0
2023-01-17,West Bengal,Asansol,550,0.49,0.28,0.59,13.6
2023-01-17,West Bengal,Durgapur,600,0.44,0.32,0.59,12.8
2023-01-17,West Bengal,Howrah,1100,0.45,0.26,0.59,12.6
2023-01-17,West Bengal,Kolkata,4500,0.46,0.32,0.6,13.5
2023-01-18,Delhi,Central Delhi,1800,0.57,0.4,0.67,15.6
2023-01-18,Delhi,East Delhi,1700,0.56,0.36,0.69,16.7
2023-01-18,Delhi,North Delhi,3600,0.59,0.38,0.74,15.9
2023-01-18,Delhi,South Delhi,2700,0.53,0.37,0.72,16.0
2023-01-18,Gujarat,Ahmedabad,5600,0.36,0.24,0.51,11.6
2023-01-18,Gujarat,Rajkot,1300,0.36,0.26,0.52,10.7
2023-01-18,Gujarat,Surat,4500,0.39,0.27,0.52,10.1
2023-01-18,Gujarat,Vadodara,1700,0.39,0.25,0.48,10.8
2023-01-18,Karnataka,Bangalore,8400,0.44,0.28,0.57,13.0
2023-01-18,Karnataka,Hubli,950,0.46,0.31,0.56,12.7
2023-01-18,Karnataka,Mangalore,500,0.44,0.29,0.57,12.9
2023-01-18,Karnataka,Mysore,900,0.45,0.29,0.58,12.1
2023-01-18,Maharashtra,Mumbai,12500,0.52,0.32,0.65,15.7
2023-01-18,Maharashtra,Nagpur,2400,0.51,0.32,0.67,16.5
2023-01-18,Maharashtra,Pune,3100,0.46,0.36,0.63,14.6
2023-01-18,Maharashtra,Thane,1850,0.52,0.29,0.64,15.7
2023-01-18,Rajasthan,Jaipur,3100,0.45,0.37,0.58,11.2
2023-01-18,Rajasthan,Jodhpur,1000,0.42,0.34,0.57,12.8
2023-01-18,Rajasthan,Kota,1000,0.44,0.3,0.57,12.2
2023-01-18,Rajasthan,Udaipur,450,0.43,0.31,0.58,12.1
2023-01-18,Tamil Nadu,Chennai,7100,0.39,0.29,0.52,10.7
2023-01-18,Tamil Nadu,Coimbatore,1600,0.41,0.25,0.56,11.6
2023-01-18,Tamil Nadu,Madurai,1500,0.42,0.28,0.55,11.1
2023-01-18,Tamil Nadu,Salem,900,0.42,0.3,0.52,12.2
2023-01-18,Uttar Pradesh,Agra,1600,0.48,0.37,0.61,13.9
2023-01-18,Uttar Pradesh,Kanpur,2700,0.5,0.34,0.63,15.1
2023-01-18,Uttar Pradesh,Lucknow,2800,0.5,0.37,0.62,14.5
2023-01-18,Uttar Pradesh,Varanasi,1200,0.45,0.37,0.62,14.2
2023-01-18,West Bengal,Asansol,550,0.45,0.31,0.6,12.8
2023-01-18,West Bengal,Durgapur,600,0.45,0.3,0.57,13.1
2023-01-18,West Bengal,Howrah,1100,0.45,0.33,0.62,13.9
2023-01-18,West Bengal,Kolkata,4500,0.45,0.31,0.62,13.3
2023-01-19,Delhi,Central Delhi,1800,0.51,0.36,0.7,17.3
2023-01-19,Delhi,East Delhi,1700,0.54,0.39,0.71,16.0
2023-01-19,Delhi,North Delhi,3600,0.52,0.37,0.7,16.3
2023-01-19,Delhi,South Delhi,2700,0.56,0.35,0.7,15.8
2023-01-19,Gujarat,Ahmedabad,5600,0.37,0.26,0.48,10.7
2023-01-19,Gujarat,Rajkot,1300,0.37,0.27,0.47,11.2
2023-01-19,Gujarat,Surat,4500,0.4,0.28,0.5,10.7
2023-01-19,Gujarat,Vadodara,1700,0.37,0.27,0.51,11.0
2023-01-19,Karnataka,Bangalore,8400,0.44,0.28,0.59,13.1
2023-01-19,Karnataka,Hubli,950,0.45,0.29,0.59,12.1
2023-01-19,Karnataka,Mangalore,500,0.43,0.3,0.56,12.4
2023-01-19,Karnataka,Mysore,900,0.45,0.3,0.54,13.0
2023-01-19,Maharashtra,Mumbai,12500,0.48,0.37,0.67,16.1
2023-01-19,Maharashtra,Nagpur,2400,0.5,0.34,0.67,14.7
2023-01-19,Maharashtra,Pune,3100,0.49,0.31,0.64,14.1
2023-01-19,Maharashtra,Thane,1850,0.46,0.35,0.69,16.1
2023-01-19,Rajasthan,Jaipur,3100,0.45,0.34,0.57,11.9
2023-01-19,Rajasthan,Jodhpur,1000,0.44,0.3,0.53,12.1
2023-01-19,Rajasthan,Kota,1000,0.46,0.3,0.55,12.0
2023-01-19,Rajasthan,Udaipur,450,0.42,0.32,0.56,11.5
2023-01-19,Tamil Nadu,Chennai,7100,0.41,0.27,0.54,12.1
2023-01-19,Tamil Nadu,Coimbatore,1600,0.42,0.28,0.53,11.4
2023-01-19,Tamil Nadu,Madurai,1500,0.41,0.29,0.56,10.8
2023-01-19,Tamil Nadu,Salem,900,0.42,0.28,0.55,11.3
2023-01-19,Uttar Pradesh,Agra,1600,0.48,0.37,0.63,13.5
2023-01-19,Uttar Pradesh,Kanpur,2700,0.5,0.36,0.63,14.4
2023-01-19,Uttar Pradesh,Lucknow,2800,0.47,0.33,0.64,14.0
2023-01-19,Uttar Pradesh,Varanasi,1200,0.49,0.34,0.63,14.4
2023-01-19,West Bengal,Asansol,550,0.43,0.33,0.62,13.5
2023-01-19,West Bengal,Durgapur,600,0.45,0.35,0.58,13.0
2023-01-19,West Bengal,Howrah,1100,0.47,0.35,0.63,13.9
2023-01-19,West Bengal,Kolkata,4500,0.42,0.31,0.61,14.0
2023-01-20,Delhi,Central Delhi,1800,0.54,0.38,0.74,16.9
2023-01-20,Delhi,East Delhi,1700,0.51,0.34,0.74,17.1
2023-01-20,Delhi,North Delhi,3600,0.58,0.33,0.7,15.4
2023-01-20,Delhi,South Delhi,2700,0.53,0.41,0.69,17.5
2023-01-20,Gujarat,Ahmedabad,5600,0.38,0.28,0.54,10.9
2023-01-20,Gujarat,Rajkot,1300,0.4,0.26,0.53,11.2
2023-01-20,Gujarat,Surat,4500,0.39,0.24,0.48,10.5
2023-01-20,Gujarat,Vadodara,1700,0.37,0.29,0.51,10.5
2023-01-20,Karnataka,Bangalore,8400,0.47,0.31,0.59,12.1
2023-01-20,Karnataka,Hubli,950,0.44,0.29,0.59,12.6
2023-01-20,Karnataka,Mangalore,500,0.42,0.25,0.56,12.6
2023-01-20,Karnataka,Mysore,900,0.4,0.31,0.54,13.3
2023-01-20,Maharashtra,Mumbai,12500,0.49,0.31,0.63,15.9
2023-01-20,Maharashtra,Nagpur,2400,0.52,0.29,0.63,14.7
2023-01-20,Maharashtra,Pune,3100,0.5,0.3,0.63,15.7
2023-01-20,Maharashtra,Thane,1850,0.51,0.34,0.67,15.4
2023-01-20,Rajasthan,Jaipur,3100,0.42,0.3,0.6,12.4
2023-01-20,Rajasthan,Jodhpur,1000,0.47,0.32,0.57,11.9
2023-01-20,Rajasthan,Kota,1000,0.46,0.32,0.57,12.1
2023-01-20,Rajasthan,Udaipur,450,0.42,0.34,0.57,12.1
2023-01-20,Tamil Nadu,Chennai,7100,0.41,0.27,0.5,10.6
2023-01-20,Tamil Nadu,Coimbatore,1600,0.37,0.29,0.54,11.6
2023-01-20,Tamil Nadu,Madurai,1500,0.38,0.31,0.54,11.3
2023-01-20,Tamil Nadu,Salem,900,0.42,0.29,0.56,12.0
2023-01-20,Uttar Pradesh,Agra,1600,0.45,0.36,0.64,14.9
2023-01-20,Uttar Pradesh,Kanpur,2700,0.49,0.38,0.61,14.1
2023-01-20,Uttar Pradesh,Lucknow,2800,0.47,0.31,0.61,14.8
2023-01-20,Uttar Pradesh,Varanasi,1200,0.49,0.35,0.62,14.9
2023-01-20,West Bengal,Asansol,550,0.43,0.33,0.6,12.8
2023-01-20,West Bengal,Durgapur,600,0.43,0.3,0.58,13.1
2023-01-20,West Bengal,Howrah,1100,0.46,0.31,0.6,13.6
2023-01-20,West Bengal,Kolkata,4500,0.51,0.32,0.56,13.2
2023-01-21,Delhi,Central Delhi,1800,0.56,0.37,0.7,17.5
2023-01-21,Delhi,East Delhi,1700,0.53,0.38,0.74,16.4
2023-01-21,Delhi,North Delhi,3600,0.55,0.38,0.68,17.3
2023-01-21,Delhi,South Delhi,2700,0.57,0.36,0.7,15.5
2023-01-21,Gujarat,Ahmedabad,5600,0.37,0.27,0.52,10.6
2023-01-21,Gujarat,Rajkot,1300,0.38,0.3,0.46,11.2
2023-01-21,Gujarat,Surat,4500,0.38,0.29,0.51,11.1
2023-01-21,Gujarat,Vadodara,1700,0.41,0.24,0.52,10.8
2023-01-21,Karnataka,Bangalore,8400,0.45,0.3,0.6,12.2
2023-01-21,Karnataka,Hubli,950,0.41,0.31,0.57,13.4
2023-01-21,Karnataka,Mangalore,500,0.47,0.32,0.55,13.1
2023-01-21,Karnataka,Mysore,900,0.45,0.31,0.56,12.6
2023-01-21,Maharashtra,Mumbai,12500,0.47,0.29,0.63,15.6
2023-01-21,Maharashtra,Nagpur,2400,0.52,0.3,0.67,15.0
2023-01-21,Maharashtra,Pune,3100,0.47,0.3,0.65,15.8
2023-01-21,Maharashtra,Thane,1850,0.53,0.32,0.63,14.6
2023-01-21,Rajasthan,Jaipur,3100,0.44,0.33,0.6,11.8
2023-01-21,Rajasthan,Jodhpur,1000,0.44,0.33,0.55,12.0
2023-01-21,Rajasthan,Kota,1000,0.46,0.32,0.59,12.9
2023-01-21,Rajasthan,Udaipur,450,0.45,0.31,0.59,12.7
2023-01-21,Tamil Nadu,Chennai,7100,0.44,0.29,0.58,11.8
2023-01-21,Tamil Nadu,Coimbatore,1600,0.44,0.26,0.54,11.2
2023-01-21,Tamil Nadu,Madurai,1500,0.4,0.27,0.54,11.3
2023-01-21,Tamil Nadu,Salem,900,0.44,0.28,0.54,12.5
2023-01-21,Uttar Pradesh,Agra,1600,0.46,0.33,0.59,13.7
2023-01-21,Uttar Pradesh,Kanpur,2700,0.48,0.36,0.61,15.1
2023-01-21,Uttar Pradesh,Lucknow,2800,0.48,0.35,0.61,14.0
2023-01-21,Uttar Pradesh,Varanasi,1200,0.5,0.35,0.64,15.0
2023-01-21,West Bengal,Asansol,550,0.46,0.34,0.59,13.0
2023-01-21,West Bengal,Durgapur,600,0.45,0.29,0.59,13.1
2023-01-21,West Bengal,Howrah,1100,0.46,0.3,0.61,12.9
2023-01-21,West Bengal,Kolkata,4500,0.44,0.33,0.6,12.1
2023-01-22,Delhi,Central Delhi,1800,0.57,0.33,0.69,15.5
2023-01-22,Delhi,East Delhi,1700,0.54,0.35,0.67,15.8
2023-01-22,Delhi,North Delhi,3600,0.51,0.35,0.69,17.6
2023-01-22,Delhi,South Delhi,2700,0.57,0.39,0.74,17.6
2023-01-22,Gujarat,Ahmedabad,5600,0.39,0.27,0.52,11.3
2023-01-22,Gujarat,Rajkot,1300,0.37,0.27,0.53,11.0
2023-01-22,Gujarat,Surat,4500,0.38,0.25,0.52,10.9
2023-01-22,Gujarat,Vadodara,1700,0.38,0.25,0.53,11.3
2023-01-22,Karnataka,Bangalore,8400,0.44,0.3,0.6,12.4
2023-01-22,Karnataka,Hubli,950,0.43,0.28,0.58,12.6
2023-01-22,Karnataka,Mangalore,500,0.46,0.29,0.56,13.4
2023-01-22,Karnataka,Mysore,900,0.42,0.31,0.58,14.4
2023-01-22,Maharashtra,Mumbai,12500,0.51,0.32,0.64,15.4
2023-01-22,Maharashtra,Nagpur,2400,0.48,0.33,0.66,15.5
2023-01-22,Maharashtra,Pune,3100,0.53,0.34,0.65,15.9
2023-01-22,Maharashtra,Thane,1850,0.51,0.34,0.65,14.9
2023-01-22,Rajasthan,Jaipur,3100,0.39,0.36,0.57,12.5
2023-01-22,Rajasthan,Jodhpur,1000,0.42,0.34,0.53,12.0
2023-01-22,Rajasthan,Kota,1000,0.45,0.36,0.56,11.6
2023-01-22,Rajasthan,Udaipur,450,0.48,0.34,0.57,12.1
2023-01-22,Tamil Nadu,Chennai,7100,0.43,0.27,0.54,11.1
2023-01-22,Tamil Nadu,Coimbatore,1600,0.43,0.27,0.53,11.0
2023-01-22,Tamil Nadu,Madurai,1500,0.4,0.25,0.54,12.0
2023-01-22,Tamil Nadu,Salem,900,0.43,0.26,0.54,11.8
2023-01-22,Uttar Pradesh,Agra,1600,0.47,0.37,0.6,14.4
2023-01-22,Uttar Pradesh,Kanpur,2700,0.5,0.34,0.64,15.3
2023-01-22,Uttar Pradesh,Lucknow,2800,0.45,0.39,0.62,14.7
2023-01-22,Uttar Pradesh,Varanasi,1200,0.5,0.39,0.61,14.1
2023-01-22,West Bengal,Asansol,550,0.49,0.3,0.59,13.4
2023-01-22,West Bengal,Durgapur,600,0.45,0.34,0.62,12.6
2023-01-22,West Bengal,Howrah,1100,0.49,0.33,0.59,13.2
2023-01-22,West Bengal,Kolkata,4500,0.45,0.29,0.61,13.3
2023-01-23,Delhi,Central Delhi,1800,0.58,0.37,0.71,16.9
2023-01-23,Delhi,East Delhi,1700,0.55,0.41,0.7,17.2
2023-01-23,Delhi,North Delhi,3600,0.56,0.39,0.67,17.6
2023-01-23,Delhi,South Delhi,2700,0.53,0.39,0.71,16.6
2023-01-23,Gujarat,Ahmedabad,5600,0.39,0.29,0.51,10.1
2023-01-23,Gujarat,Rajkot,1300,0.4,0.28,0.52,10.7
2023-01-23,Gujarat,Surat,4500,0.41,0.27,0.5,11.1
2023-01-23,Gujarat,Vadodara,1700,0.37,0.25,0.48,10.7
2023-01-23,Karnataka,Bangalore,8400,0.47,0.3,0.56,13.1
2023-01-23,Karnataka,Hubli,950,0.44,0.28,0.58,11.4
2023-01-23,Karnataka,Mangalore,500,0.43,0.28,0.56,13.8
2023-01-23,Karnataka,Mysore,900,0.45,0.27,0.58,12.4
2023-01-23,Maharashtra,Mumbai,12500,0.47,0.33,0.67,15.6
2023-01-23,Maharashtra,Nagpur,2400,0.47,0.31,0.66,14.7
2023-01-23,Maharashtra,Pune,3100,0.52,0.32,0.65,16.3
2023-01-23,Maharashtra,Thane,1850,0.52,0.31,0.66,14.6
2023-01-23,Rajasthan,Jaipur,3100,0.43,0.35,0.54,12.7
2023-01-23,Rajasthan,Jodhpur,1000,0.45,0.32,0.57,11.6
2023-01-23,Rajasthan,Kota,1000,0.43,0.3,0.63,12.5
2023-01-23,Rajasthan,Udaipur,450,0.46,0.33,0.57,12.2
2023-01-23,Tamil Nadu,Chennai,7100,0.39,0.3,0.52,11.7
2023-01-23,Tamil Nadu,Coimbatore,1600,0.41,0.29,0.54,12.1
